date,secteur,region,canal_vente,representant,taille_client,revenu,marge_pct,rabais_pct,nb_reunions,duree_cycle_jours,score_nps,est_renouvellement,mois,trimestre,annee
2024-07-31,Services,Ontario,Direct,REP07,Gouvernement,15942.66,40.4,6.5,10,325,8,0,7,3,2024
2024-08-01,Manufacturier,Québec,Revendeur,REP09,PME,100842.5,50.6,7.6,7,324,4,0,8,3,2024
2024-08-02,Manufacturier,Ontario,Revendeur,REP11,PME,85543.7,40.9,17.0,4,271,5,1,8,3,2024
2024-08-02,Services,Québec,Revendeur,REP01,Grande entreprise,83676.6,50.7,4.8,10,181,5,0,8,3,2024
2024-08-02,Manufacturier,Ontario,Direct,REP01,PME,69165.42,31.5,2.7,8,131,7,0,8,3,2024
2024-08-02,Manufacturier,Québec,Direct,REP16,Grande entreprise,422761.86,22.6,24.7,3,194,9,0,8,3,2024
2024-08-02,Services,Ontario,Direct,REP10,PME,30061.93,41.8,12.6,1,200,6,0,8,3,2024
2024-08-03,Manufacturier,Maritimes,Direct,REP02,PME,189362.87,25.9,5.4,3,140,5,1,8,3,2024
2024-08-03,Services,Québec,Revendeur,REP09,Grande entreprise,44303.49,21.0,6.5,5,109,5,1,8,3,2024
2024-08-04,Services,Ontario,Direct,REP17,PME,7593.49,40.5,12.9,7,313,1,0,8,3,2024
2024-08-04,Manufacturier,Québec,En ligne,REP13,PME,346002.26,44.0,10.3,2,289,2,1,8,3,2024
2024-08-04,Manufacturier,Ontario,En ligne,REP18,PME,81940.72,52.4,19.5,7,216,1,0,8,3,2024
2024-08-05,Services,Ontario,Revendeur,REP18,Grande entreprise,24881.21,36.4,14.8,7,241,7,1,8,3,2024
2024-08-05,Services,Québec,Direct,REP07,Startup,14315.13,52.8,16.9,5,11,9,0,8,3,2024
2024-08-06,Services,Ontario,Revendeur,REP13,Startup,20222.62,24.6,18.5,7,10,2,0,8,3,2024
2024-08-06,Services,Alberta,Direct,REP20,Grande entreprise,65491.11,39.8,5.2,3,330,9,0,8,3,2024
2024-08-06,Services,Alberta,Direct,REP08,PME,3759.22,19.4,3.5,6,95,1,0,8,3,2024
2024-08-06,Services,Colombie-Britannique,En ligne,REP05,PME,29931.46,17.0,18.4,9,202,8,0,8,3,2024
2024-08-07,Manufacturier,Québec,Direct,REP21,Gouvernement,60781.16,48.3,13.3,9,284,1,1,8,3,2024
2024-08-07,Services,Maritimes,Revendeur,REP08,PME,16121.88,49.8,23.3,8,64,2,0,8,3,2024
2024-08-07,Services,Québec,Partenaire,REP16,PME,16488.37,15.8,12.6,4,112,7,0,8,3,2024
2024-08-08,Manufacturier,Québec,Direct,REP02,Grande entreprise,487714.78,22.6,14.4,2,344,7,1,8,3,2024
2024-08-08,Manufacturier,Ontario,Revendeur,REP06,Grande entreprise,193257.63,54.0,2.5,2,225,2,1,8,3,2024
2024-08-08,Services,Québec,Partenaire,REP15,PME,12113.32,48.7,19.0,1,141,6,0,8,3,2024
2024-08-09,Manufacturier,Maritimes,Revendeur,REP07,PME,88004.04,28.9,12.3,10,342,3,1,8,3,2024
2024-08-09,Services,Québec,En ligne,REP18,PME,19281.81,53.7,7.8,1,197,10,0,8,3,2024
2024-08-10,Manufacturier,Ontario,Direct,REP18,Gouvernement,180271.79,23.8,9.4,9,326,7,0,8,3,2024
2024-08-10,Manufacturier,Ontario,Direct,REP19,PME,39208.47,20.3,7.3,3,364,7,0,8,3,2024
2024-08-10,Services,Alberta,Direct,REP19,Startup,7946.97,35.3,10.3,6,146,6,0,8,3,2024
2024-08-10,Manufacturier,Ontario,Partenaire,REP13,PME,37917.19,37.4,18.7,4,256,6,1,8,3,2024
2024-08-10,Services,Ontario,Direct,REP11,PME,13683.35,32.3,14.8,9,330,10,1,8,3,2024
2024-08-11,Services,Québec,Direct,REP08,Grande entreprise,44399.79,50.5,3.5,5,178,9,0,8,3,2024
2024-08-11,Manufacturier,Colombie-Britannique,Direct,REP15,Grande entreprise,241720.38,21.9,4.1,5,230,8,0,8,3,2024
2024-08-12,Services,Québec,Direct,REP07,PME,53179.95,19.4,4.1,7,256,6,1,8,3,2024
2024-08-12,Manufacturier,Alberta,En ligne,REP06,Gouvernement,33082.03,54.0,9.5,5,345,8,0,8,3,2024
2024-08-12,Manufacturier,Ontario,Revendeur,REP13,PME,56709.23,41.0,12.6,8,195,3,0,8,3,2024
2024-08-12,Manufacturier,Québec,En ligne,REP08,PME,61187.51,30.3,23.7,9,22,6,1,8,3,2024
2024-08-12,Services,Québec,Direct,REP08,Grande entreprise,142983.79,48.2,4.0,7,106,10,1,8,3,2024
2024-08-13,Manufacturier,Ontario,Partenaire,REP17,PME,21920.39,23.2,7.0,6,357,8,0,8,3,2024
2024-08-13,Services,Ontario,En ligne,REP04,PME,4167.23,46.5,19.9,5,358,1,0,8,3,2024
2024-08-13,Manufacturier,Ontario,Revendeur,REP16,PME,29693.68,35.5,1.9,3,186,9,0,8,3,2024
2024-08-14,Services,Alberta,Partenaire,REP04,PME,20914.94,47.0,10.0,10,67,9,1,8,3,2024
2024-08-14,Manufacturier,Colombie-Britannique,Direct,REP07,PME,164441.11,37.3,24.7,11,325,4,0,8,3,2024
2024-08-14,Manufacturier,Colombie-Britannique,Direct,REP15,Grande entreprise,534652.75,49.7,16.1,9,219,10,0,8,3,2024
2024-08-14,Services,Maritimes,Partenaire,REP02,Gouvernement,80834.93,26.3,22.9,10,247,2,1,8,3,2024
2024-08-14,Services,Alberta,En ligne,REP16,PME,15519.14,31.0,5.7,5,26,4,1,8,3,2024
2024-08-15,Manufacturier,Québec,Direct,REP04,Startup,79288.92,38.7,1.1,4,332,2,0,8,3,2024
2024-08-15,Services,Québec,Revendeur,REP06,PME,12842.02,15.8,8.8,8,236,7,1,8,3,2024
2024-08-15,Manufacturier,Maritimes,En ligne,REP17,Gouvernement,124089.26,19.4,15.1,6,242,3,0,8,3,2024
2024-08-15,Manufacturier,Ontario,Direct,REP10,PME,61253.66,54.4,8.0,9,322,5,0,8,3,2024
2024-08-15,Services,Québec,Direct,REP13,Grande entreprise,117369.84,53.7,0.6,9,90,2,0,8,3,2024
2024-08-15,Manufacturier,Alberta,Direct,REP17,Startup,62342.65,30.4,3.8,9,58,10,1,8,3,2024
2024-08-16,Manufacturier,Ontario,En ligne,REP07,Startup,29074.59,52.8,22.0,2,204,6,0,8,3,2024
2024-08-17,Services,Québec,Revendeur,REP17,PME,9081.62,52.0,7.4,7,315,1,1,8,3,2024
2024-08-17,Manufacturier,Ontario,En ligne,REP25,PME,24383.5,44.1,15.3,3,23,9,0,8,3,2024
2024-08-17,Services,Alberta,Revendeur,REP01,Startup,8471.95,51.9,18.5,4,10,4,0,8,3,2024
2024-08-19,Services,Québec,Direct,REP18,PME,50456.81,21.5,3.3,1,88,2,0,8,3,2024
2024-08-19,Manufacturier,Ontario,Direct,REP09,PME,19752.13,17.4,19.3,6,273,4,1,8,3,2024
2024-08-19,Manufacturier,Ontario,Direct,REP21,Grande entreprise,534533.43,16.6,4.1,1,10,7,0,8,3,2024
2024-08-19,Services,Québec,Direct,REP13,Grande entreprise,150881.31,54.7,24.4,1,152,1,1,8,3,2024
2024-08-20,Services,Ontario,Revendeur,REP24,Startup,24317.73,27.1,21.2,11,245,9,0,8,3,2024
2024-08-20,Services,Ontario,Direct,REP20,Grande entreprise,21245.56,35.6,5.6,1,59,5,1,8,3,2024
2024-08-20,Manufacturier,Ontario,Partenaire,REP15,PME,574870.11,32.0,10.6,4,275,3,0,8,3,2024
2024-08-20,Services,Québec,En ligne,REP15,PME,55037.59,38.5,16.6,10,24,4,1,8,3,2024
2024-08-21,Services,Québec,Revendeur,REP16,PME,25670.33,22.5,2.0,11,242,4,0,8,3,2024
2024-08-21,Manufacturier,Ontario,En ligne,REP15,Grande entreprise,262783.76,23.3,6.2,4,186,1,0,8,3,2024
2024-08-22,Manufacturier,Alberta,En ligne,REP14,Gouvernement,217830.62,40.8,0.6,6,151,5,0,8,3,2024
2024-08-23,Services,Maritimes,Direct,REP19,PME,43425.86,45.2,14.0,6,225,9,1,8,3,2024
2024-08-23,Services,Québec,Direct,REP06,Grande entreprise,122639.44,48.6,6.0,2,257,10,0,8,3,2024
2024-08-23,Manufacturier,Québec,Revendeur,REP15,Gouvernement,78703.69,33.5,11.2,3,231,2,0,8,3,2024
2024-08-24,Manufacturier,Alberta,Partenaire,REP12,Gouvernement,132429.64,25.5,23.6,9,169,8,0,8,3,2024
2024-08-24,Manufacturier,Québec,Partenaire,REP03,Grande entreprise,70468.62,23.2,21.2,6,137,7,0,8,3,2024
2024-08-25,Services,Ontario,Direct,REP19,Grande entreprise,283254.62,28.2,14.6,5,158,10,0,8,3,2024
2024-08-26,Manufacturier,Ontario,Direct,REP20,PME,237035.62,39.7,12.7,9,281,9,0,8,3,2024
2024-08-27,Manufacturier,Québec,En ligne,REP22,PME,61218.0,45.5,10.7,9,290,10,1,8,3,2024
2024-08-27,Manufacturier,Colombie-Britannique,Revendeur,REP24,PME,39272.67,47.6,24.3,4,127,2,1,8,3,2024
2024-08-27,Services,Alberta,Revendeur,REP12,Grande entreprise,35706.99,21.7,21.5,3,58,10,1,8,3,2024
2024-08-27,Services,Alberta,Revendeur,REP05,Grande entreprise,38479.35,38.0,17.0,3,339,5,0,8,3,2024
2024-08-27,Services,Ontario,Direct,REP21,Startup,32440.43,25.5,13.1,9,29,8,0,8,3,2024
2024-08-27,Services,Ontario,Partenaire,REP03,PME,8351.97,52.0,1.1,9,239,8,0,8,3,2024
2024-08-27,Manufacturier,Québec,Revendeur,REP03,PME,23196.85,23.1,22.9,11,53,6,1,8,3,2024
2024-08-28,Services,Québec,Partenaire,REP13,Startup,20051.92,22.8,5.1,10,264,2,0,8,3,2024
2024-08-28,Services,Alberta,Revendeur,REP07,Gouvernement,31976.06,38.9,17.0,9,300,7,1,8,3,2024
2024-08-28,Manufacturier,Alberta,En ligne,REP18,Grande entreprise,63856.9,45.5,12.9,9,194,10,1,8,3,2024
2024-08-28,Manufacturier,Québec,En ligne,REP07,PME,15093.15,26.4,17.2,11,123,10,1,8,3,2024
2024-08-28,Manufacturier,Québec,Partenaire,REP21,PME,149026.87,48.9,22.3,7,78,2,1,8,3,2024
2024-08-28,Services,Québec,Direct,REP12,Grande entreprise,160379.12,22.6,17.9,6,165,8,0,8,3,2024
2024-08-29,Services,Ontario,En ligne,REP13,Startup,3004.33,51.6,2.8,4,114,7,0,8,3,2024
2024-08-30,Services,Ontario,Direct,REP09,Grande entreprise,77917.11,35.4,23.9,5,115,7,1,8,3,2024
2024-08-31,Services,Québec,En ligne,REP09,PME,5189.41,17.6,11.3,1,346,6,0,8,3,2024
2024-09-01,Manufacturier,Ontario,Revendeur,REP22,Startup,141001.73,26.5,17.4,11,300,6,1,9,3,2024
2024-09-01,Services,Ontario,Direct,REP09,PME,19666.75,19.4,8.0,8,46,1,1,9,3,2024
2024-09-01,Services,Ontario,Revendeur,REP16,PME,11478.11,19.3,13.5,7,333,2,0,9,3,2024
2024-09-01,Services,Ontario,Direct,REP10,PME,68343.69,28.8,1.0,4,74,2,0,9,3,2024
2024-09-03,Manufacturier,Ontario,En ligne,REP02,PME,73954.03,47.9,5.4,7,303,7,0,9,3,2024
2024-09-03,Services,Alberta,Revendeur,REP16,Startup,15982.09,22.1,18.9,5,268,10,0,9,3,2024
2024-09-03,Manufacturier,Ontario,Direct,REP05,PME,131343.38,46.6,13.5,8,24,9,0,9,3,2024
2024-09-03,Services,Québec,Direct,REP07,PME,28316.27,32.9,16.6,11,218,3,1,9,3,2024
2024-09-03,Services,Ontario,En ligne,REP24,PME,30313.19,42.5,17.0,10,171,4,1,9,3,2024
2024-09-03,Services,Québec,Revendeur,REP14,Grande entreprise,68908.33,54.7,13.6,5,150,7,0,9,3,2024
2024-09-04,Services,Ontario,En ligne,REP10,PME,29533.18,21.7,15.8,1,155,1,0,9,3,2024
2024-09-04,Services,Colombie-Britannique,Direct,REP09,PME,67666.36,18.2,21.2,1,319,10,0,9,3,2024
2024-09-04,Services,Québec,Revendeur,REP14,PME,21070.17,53.2,3.6,5,234,3,0,9,3,2024
2024-09-04,Services,Maritimes,Partenaire,REP20,PME,14376.87,20.4,20.1,7,26,8,0,9,3,2024
2024-09-04,Services,Québec,Revendeur,REP06,PME,11319.16,44.7,24.9,5,12,4,0,9,3,2024
2024-09-05,Services,Ontario,Partenaire,REP23,Startup,15314.05,24.0,7.4,6,310,2,1,9,3,2024
2024-09-05,Manufacturier,Québec,Revendeur,REP16,PME,72644.82,30.9,15.9,9,225,6,1,9,3,2024
2024-09-05,Services,Québec,Partenaire,REP21,PME,12690.28,54.6,23.8,1,122,8,0,9,3,2024
2024-09-05,Manufacturier,Ontario,Direct,REP16,Grande entreprise,1182040.53,17.7,4.4,11,69,8,0,9,3,2024
2024-09-06,Manufacturier,Ontario,Partenaire,REP08,PME,108230.53,33.9,19.5,5,354,7,1,9,3,2024
2024-09-06,Manufacturier,Ontario,Direct,REP17,PME,83010.31,43.9,21.7,7,346,3,0,9,3,2024
2024-09-06,Manufacturier,Alberta,Direct,REP19,Gouvernement,542700.59,15.2,3.3,9,257,6,0,9,3,2024
2024-09-06,Services,Québec,Direct,REP06,Grande entreprise,317710.62,19.9,21.5,7,194,2,0,9,3,2024
2024-09-06,Services,Québec,Direct,REP09,Grande entreprise,64621.01,29.8,8.1,9,112,4,0,9,3,2024
2024-09-07,Manufacturier,Québec,Revendeur,REP24,Grande entreprise,63784.04,38.3,13.7,1,19,9,1,9,3,2024
2024-09-07,Services,Colombie-Britannique,Direct,REP22,PME,83372.69,25.4,19.6,9,184,2,0,9,3,2024
2024-09-07,Manufacturier,Maritimes,Direct,REP24,Startup,30554.6,37.1,7.8,4,70,3,0,9,3,2024
2024-09-07,Services,Ontario,Direct,REP13,Gouvernement,73423.52,38.1,7.4,1,298,3,1,9,3,2024
2024-09-08,Manufacturier,Québec,Direct,REP20,Grande entreprise,344264.94,20.5,0.8,9,364,9,0,9,3,2024
2024-09-08,Services,Québec,Partenaire,REP15,PME,102985.29,15.9,20.5,11,228,8,0,9,3,2024
2024-09-08,Manufacturier,Ontario,Direct,REP12,PME,143470.39,48.1,8.1,10,193,9,1,9,3,2024
2024-09-09,Services,Québec,Direct,REP14,Gouvernement,197712.38,46.9,3.6,10,66,2,0,9,3,2024
2024-09-09,Services,Québec,Partenaire,REP21,Gouvernement,42298.32,36.8,0.7,8,183,9,0,9,3,2024
2024-09-09,Manufacturier,Maritimes,Revendeur,REP10,PME,67616.96,29.2,14.2,4,290,1,0,9,3,2024
2024-09-09,Services,Ontario,Partenaire,REP07,PME,24944.81,25.8,7.4,5,30,9,0,9,3,2024
2024-09-10,Manufacturier,Québec,Revendeur,REP15,Startup,90271.02,46.9,8.1,6,322,1,0,9,3,2024
2024-09-10,Manufacturier,Québec,En ligne,REP21,Startup,33415.22,34.7,14.6,5,39,9,0,9,3,2024
2024-09-10,Services,Québec,Direct,REP03,Grande entreprise,110913.2,15.6,15.7,7,132,4,0,9,3,2024
2024-09-10,Services,Québec,En ligne,REP19,Gouvernement,151814.55,38.9,18.7,11,260,8,0,9,3,2024
2024-09-10,Services,Ontario,Direct,REP03,Startup,10869.88,30.7,1.7,11,48,1,0,9,3,2024
2024-09-10,Services,Alberta,Direct,REP14,Startup,16337.12,49.1,21.0,1,41,8,1,9,3,2024
2024-09-11,Services,Ontario,Direct,REP07,PME,71838.1,38.4,21.9,5,11,3,0,9,3,2024
2024-09-11,Services,Ontario,Partenaire,REP16,Grande entreprise,39715.29,37.8,13.5,8,69,10,0,9,3,2024
2024-09-12,Services,Québec,Direct,REP02,PME,82585.38,34.2,18.3,4,291,10,1,9,3,2024
2024-09-12,Manufacturier,Colombie-Britannique,Direct,REP03,PME,213241.43,35.3,23.0,6,263,10,0,9,3,2024
2024-09-12,Services,Québec,En ligne,REP01,Grande entreprise,39172.2,24.2,6.1,3,360,3,0,9,3,2024
2024-09-12,Services,Alberta,Direct,REP08,PME,31054.53,42.5,22.2,4,148,10,0,9,3,2024
2024-09-14,Services,Colombie-Britannique,Direct,REP11,Startup,45535.06,39.5,18.7,3,202,8,1,9,3,2024
2024-09-14,Manufacturier,Québec,Partenaire,REP06,PME,80089.53,51.2,3.4,4,148,8,1,9,3,2024
2024-09-14,Services,Québec,En ligne,REP03,Startup,37736.98,24.3,9.7,1,339,5,0,9,3,2024
2024-09-14,Services,Maritimes,En ligne,REP14,PME,8312.18,26.0,8.8,9,139,6,0,9,3,2024
2024-09-14,Manufacturier,Ontario,Direct,REP18,Gouvernement,295133.73,29.7,15.0,2,54,2,1,9,3,2024
2024-09-15,Manufacturier,Québec,Direct,REP19,PME,70374.68,22.4,8.0,8,354,10,0,9,3,2024
2024-09-15,Services,Ontario,Revendeur,REP21,Grande entreprise,32038.04,38.4,3.6,2,174,4,0,9,3,2024
2024-09-15,Services,Québec,En ligne,REP02,PME,84341.91,38.4,7.8,11,343,1,0,9,3,2024
2024-09-17,Manufacturier,Québec,Direct,REP21,PME,225026.86,40.0,6.7,1,138,6,1,9,3,2024
2024-09-17,Services,Alberta,Revendeur,REP13,PME,43047.71,50.6,8.8,6,236,3,1,9,3,2024
2024-09-17,Services,Québec,Partenaire,REP11,Startup,5171.04,41.2,13.1,4,109,9,1,9,3,2024
2024-09-17,Services,Québec,Direct,REP19,Gouvernement,23561.96,24.2,20.0,3,116,9,0,9,3,2024
2024-09-19,Manufacturier,Québec,Direct,REP25,Gouvernement,161072.01,22.8,15.5,5,241,3,0,9,3,2024
2024-09-19,Services,Maritimes,Partenaire,REP12,Grande entreprise,265078.16,24.4,0.7,2,60,4,0,9,3,2024
2024-09-19,Services,Québec,Revendeur,REP17,Grande entreprise,271493.17,51.9,1.3,6,142,4,0,9,3,2024
2024-09-20,Services,Ontario,Direct,REP09,Startup,14166.01,30.4,10.2,7,133,8,0,9,3,2024
2024-09-21,Services,Ontario,Direct,REP03,Grande entreprise,121871.05,49.8,14.0,6,140,1,0,9,3,2024
2024-09-21,Manufacturier,Québec,Partenaire,REP08,Grande entreprise,169476.2,23.6,24.8,4,25,1,0,9,3,2024
2024-09-21,Services,Ontario,Revendeur,REP08,PME,9345.69,25.7,12.6,6,201,10,0,9,3,2024
2024-09-22,Manufacturier,Ontario,Direct,REP20,Grande entreprise,353767.45,52.9,16.6,7,127,4,1,9,3,2024
2024-09-23,Services,Québec,Partenaire,REP11,PME,71686.61,15.2,19.9,11,96,10,0,9,3,2024
2024-09-23,Services,Alberta,Direct,REP12,Grande entreprise,799650.88,27.8,21.0,5,43,2,1,9,3,2024
2024-09-23,Services,Alberta,Partenaire,REP20,Grande entreprise,218094.09,47.8,1.9,7,172,2,0,9,3,2024
2024-09-23,Services,Maritimes,Partenaire,REP03,Startup,5873.28,38.9,8.0,10,127,3,0,9,3,2024
2024-09-23,Manufacturier,Ontario,Revendeur,REP16,PME,62816.79,47.3,20.8,9,164,8,1,9,3,2024
2024-09-23,Manufacturier,Ontario,Direct,REP23,Grande entreprise,218105.42,18.2,11.0,3,29,4,1,9,3,2024
2024-09-23,Manufacturier,Québec,En ligne,REP24,PME,94828.86,53.4,12.3,1,346,5,0,9,3,2024
2024-09-24,Manufacturier,Ontario,Partenaire,REP09,PME,356513.88,22.3,13.8,4,147,4,1,9,3,2024
2024-09-24,Services,Colombie-Britannique,Revendeur,REP09,PME,21201.12,37.2,24.4,11,12,10,0,9,3,2024
2024-09-24,Services,Québec,Direct,REP21,PME,15683.47,26.3,23.1,8,188,1,0,9,3,2024
2024-09-25,Services,Québec,Partenaire,REP11,PME,14691.34,52.6,13.2,6,258,8,0,9,3,2024
2024-09-25,Services,Québec,Revendeur,REP16,Gouvernement,49894.22,25.5,16.3,6,162,10,1,9,3,2024
2024-09-25,Manufacturier,Ontario,Partenaire,REP14,PME,50852.73,34.5,23.8,3,291,8,1,9,3,2024
2024-09-25,Manufacturier,Colombie-Britannique,En ligne,REP07,PME,30603.13,18.8,17.3,4,125,10,0,9,3,2024
2024-09-26,Manufacturier,Québec,Revendeur,REP21,Grande entreprise,768054.8,38.9,0.1,8,125,1,1,9,3,2024
2024-09-26,Manufacturier,Québec,Revendeur,REP22,PME,32128.33,41.8,13.2,3,173,8,0,9,3,2024
2024-09-27,Services,Québec,Partenaire,REP21,Gouvernement,313266.79,18.0,8.2,5,10,10,0,9,3,2024
2024-09-27,Services,Ontario,En ligne,REP05,Grande entreprise,13464.21,46.1,8.9,6,113,4,1,9,3,2024
2024-09-27,Services,Ontario,En ligne,REP14,Grande entreprise,112113.45,31.3,18.3,10,8,8,0,9,3,2024
2024-09-27,Manufacturier,Maritimes,Partenaire,REP03,Grande entreprise,825249.72,54.2,0.1,4,160,4,1,9,3,2024
2024-09-27,Manufacturier,Alberta,Revendeur,REP14,Grande entreprise,466155.8,52.4,0.3,7,258,5,0,9,3,2024
2024-09-27,Manufacturier,Québec,En ligne,REP15,PME,18918.16,16.2,6.1,11,10,3,0,9,3,2024
2024-09-28,Services,Québec,Revendeur,REP01,PME,9488.79,40.2,20.7,11,17,8,1,9,3,2024
2024-09-28,Services,Colombie-Britannique,Partenaire,REP18,PME,68099.12,50.1,17.3,7,279,5,0,9,3,2024
2024-09-28,Services,Ontario,Direct,REP13,PME,75662.71,18.8,15.1,3,100,5,0,9,3,2024
2024-09-29,Services,Ontario,En ligne,REP09,Grande entreprise,63212.62,47.0,14.8,10,202,6,1,9,3,2024
2024-09-30,Services,Ontario,Direct,REP15,PME,67141.44,30.4,11.5,7,46,7,0,9,3,2024
2024-09-30,Manufacturier,Québec,Revendeur,REP04,PME,194196.16,43.7,0.6,11,234,9,0,9,3,2024
2024-09-30,Services,Alberta,Partenaire,REP13,Startup,11540.28,18.1,8.4,8,97,10,0,9,3,2024
2024-09-30,Services,Colombie-Britannique,Revendeur,REP08,PME,34010.57,53.5,2.4,6,107,4,0,9,3,2024
2024-10-01,Services,Ontario,Revendeur,REP14,Grande entreprise,110086.04,34.7,2.4,2,221,7,0,10,4,2024
2024-10-02,Services,Colombie-Britannique,Direct,REP18,Gouvernement,118746.44,51.9,8.2,5,256,8,0,10,4,2024
2024-10-02,Services,Ontario,Direct,REP09,Grande entreprise,87706.06,32.6,14.0,4,241,5,1,10,4,2024
2024-10-02,Services,Québec,Direct,REP03,Startup,11484.56,20.0,20.3,6,347,2,0,10,4,2024
2024-10-02,Services,Québec,En ligne,REP06,PME,30534.57,31.9,0.4,5,172,6,1,10,4,2024
2024-10-02,Services,Québec,Direct,REP13,Grande entreprise,40075.93,29.6,20.3,4,192,1,0,10,4,2024
2024-10-03,Manufacturier,Québec,Direct,REP20,PME,216293.26,39.4,18.6,1,32,1,1,10,4,2024
2024-10-03,Services,Québec,Direct,REP18,PME,7119.21,50.0,23.9,10,103,7,1,10,4,2024
2024-10-03,Services,Maritimes,Direct,REP14,PME,3150.93,53.6,0.1,7,272,3,0,10,4,2024
2024-10-03,Manufacturier,Ontario,Partenaire,REP25,Grande entreprise,869359.46,30.2,18.0,9,186,5,0,10,4,2024
2024-10-04,Manufacturier,Ontario,Partenaire,REP07,Grande entreprise,376072.98,44.2,15.2,4,317,3,0,10,4,2024
2024-10-04,Manufacturier,Ontario,Partenaire,REP06,Grande entreprise,349905.08,18.8,4.8,11,58,2,0,10,4,2024
2024-10-04,Manufacturier,Maritimes,Direct,REP03,Grande entreprise,1006930.86,19.2,8.4,2,53,6,0,10,4,2024
2024-10-04,Services,Alberta,Partenaire,REP23,Grande entreprise,69532.7,42.2,8.8,3,290,9,0,10,4,2024
2024-10-04,Manufacturier,Québec,Direct,REP16,Gouvernement,107770.31,28.2,12.3,11,51,6,0,10,4,2024
2024-10-05,Manufacturier,Ontario,Revendeur,REP16,PME,85012.28,18.2,17.7,8,252,10,0,10,4,2024
2024-10-05,Services,Ontario,Direct,REP14,PME,13366.07,25.9,4.9,5,183,8,0,10,4,2024
2024-10-05,Manufacturier,Québec,Direct,REP02,Grande entreprise,379575.1,24.2,1.1,7,266,9,0,10,4,2024
2024-10-05,Services,Québec,Partenaire,REP01,Grande entreprise,258123.31,47.3,13.7,10,324,6,0,10,4,2024
2024-10-06,Services,Québec,Revendeur,REP21,Gouvernement,121297.51,39.7,4.6,3,248,6,1,10,4,2024
2024-10-06,Manufacturier,Colombie-Britannique,Partenaire,REP11,PME,6319.11,47.2,5.8,10,11,2,0,10,4,2024
2024-10-06,Services,Ontario,Revendeur,REP24,PME,60223.13,36.2,18.2,6,360,4,0,10,4,2024
2024-10-06,Manufacturier,Maritimes,Direct,REP25,Grande entreprise,1718031.32,23.1,23.2,9,35,5,0,10,4,2024
2024-10-06,Manufacturier,Québec,Direct,REP07,PME,43880.3,45.7,16.8,6,77,2,1,10,4,2024
2024-10-07,Services,Alberta,Direct,REP22,PME,55684.89,51.6,18.7,2,131,5,1,10,4,2024
2024-10-08,Services,Ontario,En ligne,REP02,PME,52331.16,17.9,24.0,5,199,1,0,10,4,2024
2024-10-08,Services,Québec,Direct,REP17,PME,209624.35,27.6,18.3,8,356,4,0,10,4,2024
2024-10-08,Manufacturier,Québec,Revendeur,REP16,Grande entreprise,183103.66,16.4,5.9,2,299,5,0,10,4,2024
2024-10-09,Services,Alberta,Revendeur,REP08,PME,74181.39,15.4,11.5,1,276,9,0,10,4,2024
2024-10-09,Services,Colombie-Britannique,Direct,REP18,PME,66463.08,44.0,19.8,1,52,10,1,10,4,2024
2024-10-09,Manufacturier,Ontario,Direct,REP10,Grande entreprise,352599.41,50.7,0.0,3,226,6,0,10,4,2024
2024-10-10,Services,Alberta,Direct,REP01,Grande entreprise,639240.41,17.5,16.8,11,263,4,0,10,4,2024
2024-10-10,Manufacturier,Alberta,Partenaire,REP12,PME,68171.18,38.7,15.2,7,306,6,0,10,4,2024
2024-10-10,Services,Maritimes,Revendeur,REP02,Startup,14543.11,27.4,0.6,4,189,7,0,10,4,2024
2024-10-11,Manufacturier,Colombie-Britannique,Direct,REP05,PME,84994.91,42.3,0.9,10,174,9,0,10,4,2024
2024-10-11,Manufacturier,Colombie-Britannique,Revendeur,REP17,Grande entreprise,506615.48,19.0,9.3,2,213,7,1,10,4,2024
2024-10-11,Manufacturier,Québec,En ligne,REP04,Grande entreprise,200336.87,24.7,23.7,6,24,5,0,10,4,2024
2024-10-13,Manufacturier,Québec,En ligne,REP17,PME,152629.17,20.5,21.6,9,75,4,0,10,4,2024
2024-10-13,Services,Québec,Revendeur,REP05,Startup,6877.07,15.2,18.5,11,295,10,1,10,4,2024
2024-10-14,Services,Colombie-Britannique,Direct,REP12,PME,31662.06,39.2,11.5,8,306,7,1,10,4,2024
2024-10-14,Manufacturier,Québec,Partenaire,REP02,Startup,9680.94,38.7,21.1,5,222,3,0,10,4,2024
2024-10-14,Services,Colombie-Britannique,Direct,REP12,Startup,10258.68,37.4,17.6,1,7,6,0,10,4,2024
2024-10-15,Manufacturier,Colombie-Britannique,Revendeur,REP20,Grande entreprise,491467.84,32.4,7.7,9,334,2,1,10,4,2024
2024-10-15,Services,Ontario,Direct,REP12,Grande entreprise,469110.06,34.8,24.6,9,60,8,0,10,4,2024
2024-10-15,Services,Colombie-Britannique,Direct,REP07,Grande entreprise,110560.04,29.8,6.6,1,272,2,0,10,4,2024
2024-10-15,Services,Québec,Direct,REP24,Startup,65208.32,46.7,1.7,9,100,1,1,10,4,2024
2024-10-15,Services,Ontario,Direct,REP06,PME,27770.7,40.3,21.0,4,116,5,0,10,4,2024
2024-10-16,Services,Québec,Revendeur,REP12,Grande entreprise,74603.52,51.5,21.1,5,37,8,0,10,4,2024
2024-10-16,Manufacturier,Québec,En ligne,REP17,Startup,25411.27,40.3,8.4,7,22,7,1,10,4,2024
