client_id,anciennete_mois,plan,industrie,revenu_mensuel,connexions_30j,tickets_support_6m,adoption_fonctionnalites_pct,nps,retards_paiement,nb_utilisateurs,jours_sans_connexion,type_contrat,mention_concurrent,hausse_prix_annoncee,score_risque_churn,a_churne,raison_depart,cohorte_anciennete,statut_client,tier_risque,segment_engagement,mention_concurrent_txt,hausse_prix_txt
CLI01968,24,Premium,Commerce de détail,10159.62,53,14,65.1,2,4,123,99,Annuel,0,1,0.11,1,Prix trop élevé,13-24 mois,Parti,🟢 Faible,Actif engagé,Non,Oui
CLI01969,44,Professionnel,Santé,599.12,56,6,91.1,0,4,56,110,Annuel,0,0,0.02,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI01970,41,Premium,Commerce de détail,14289.58,36,9,47.3,4,2,199,134,Annuel,0,0,0.091,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI01971,57,Entreprise,Services professionnels,1844.91,40,2,23.0,0,4,45,156,Annuel,0,0,0.327,1,Changement de direction,48+ mois,Parti,🟢 Faible,Actif engagé,Non,Non
CLI01972,56,Professionnel,Finance,392.87,8,15,80.8,2,3,33,170,Mensuel,0,1,0.377,1,Changement de direction,48+ mois,Parti,🟡 Moyen,Inactif,Non,Oui
CLI01973,32,Professionnel,Santé,960.12,13,19,50.5,2,2,106,11,Annuel,0,1,0.02,0,(client actif),25-48 mois,Actif,🟢 Faible,Modéré,Non,Oui
CLI01974,31,Professionnel,Technologie,464.8,7,14,88.1,5,1,51,168,Annuel,0,1,0.356,0,(client actif),25-48 mois,Actif,🟡 Moyen,Inactif,Non,Oui
CLI01975,16,Professionnel,Technologie,645.66,42,5,69.9,3,3,133,158,Annuel,0,0,0.134,1,Mauvais service support,13-24 mois,Parti,🟢 Faible,Actif engagé,Non,Non
CLI01976,32,Démarrage,Commerce de détail,251.3,11,9,43.8,7,0,38,77,Mensuel,0,0,0.256,1,Manque de fonctionnalités,25-48 mois,Parti,🟢 Faible,Inactif,Non,Non
CLI01977,42,Premium,Technologie,13340.25,6,6,60.6,2,1,133,99,Annuel,0,1,0.197,1,Manque de fonctionnalités,25-48 mois,Parti,🟢 Faible,Inactif,Non,Oui
CLI01978,34,Entreprise,Santé,3538.5,2,18,20.3,7,0,56,134,Annuel,0,0,0.285,0,(client actif),25-48 mois,Actif,🟢 Faible,Très inactif,Non,Non
CLI01979,37,Entreprise,Services professionnels,1652.73,25,4,39.9,6,3,81,49,Annuel,0,0,0.049,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI01980,16,Professionnel,Santé,575.45,2,6,58.4,1,1,199,161,Annuel,1,1,0.416,0,(client actif),13-24 mois,Actif,🟡 Moyen,Très inactif,Oui,Oui
CLI01981,13,Démarrage,Technologie,237.05,45,2,58.1,7,0,89,139,Annuel,0,0,0.273,0,(client actif),13-24 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI01982,82,Professionnel,Commerce de détail,445.85,3,1,57.8,0,0,153,65,Annuel,0,0,0.258,0,(client actif),48+ mois,Actif,🟢 Faible,Inactif,Non,Non
CLI01983,66,Professionnel,Technologie,637.49,56,18,71.9,8,1,195,155,Pluriannuel,0,1,0.162,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Oui
CLI01984,33,Démarrage,Services professionnels,216.85,59,1,14.5,6,4,52,158,Annuel,1,0,0.396,0,(client actif),25-48 mois,Actif,🟡 Moyen,Actif engagé,Oui,Non
CLI01985,82,Entreprise,Manufacturier,4156.33,31,18,11.6,5,3,36,174,Pluriannuel,0,0,0.341,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI01986,35,Premium,Technologie,8244.13,45,17,18.3,7,3,120,26,Mensuel,1,0,0.058,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Oui,Non
CLI01987,37,Entreprise,Finance,4911.37,13,0,76.3,8,2,151,156,Pluriannuel,1,1,0.403,1,Passage chez concurrent,25-48 mois,Parti,🟡 Moyen,Modéré,Oui,Oui
CLI01988,76,Démarrage,Technologie,292.49,2,8,10.8,7,1,136,105,Pluriannuel,1,0,0.285,0,(client actif),48+ mois,Actif,🟢 Faible,Très inactif,Oui,Non
CLI01989,40,Entreprise,Services professionnels,1048.17,12,15,25.3,5,3,159,160,Annuel,1,0,0.405,1,Prix trop élevé,25-48 mois,Parti,🟡 Moyen,Modéré,Oui,Non
CLI01990,8,Professionnel,Manufacturier,556.58,7,7,27.9,3,0,63,12,Pluriannuel,0,0,0.041,0,(client actif),7-12 mois,Actif,🟢 Faible,Inactif,Non,Non
CLI01991,54,Démarrage,Finance,112.57,55,10,63.3,8,1,21,119,Pluriannuel,0,0,0.02,1,Faillite/Fermeture,48+ mois,Parti,🟢 Faible,Actif engagé,Non,Non
CLI01992,7,Premium,Commerce de détail,9757.7,37,15,41.1,7,0,99,86,Mensuel,0,0,0.079,0,(client actif),7-12 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI01993,2,Démarrage,Finance,220.41,1,19,22.9,7,1,105,144,Annuel,0,0,0.236,0,(client actif),0-6 mois,Actif,🟢 Faible,Très inactif,Non,Non
CLI01994,56,Démarrage,Santé,220.75,37,9,45.5,2,0,106,71,Pluriannuel,0,0,0.02,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI01995,57,Professionnel,Services professionnels,366.66,51,15,66.7,9,0,122,100,Mensuel,0,0,0.02,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI01996,49,Démarrage,Manufacturier,234.42,45,12,75.7,8,1,50,130,Pluriannuel,1,0,0.02,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Oui,Non
CLI01997,69,Démarrage,Santé,268.27,30,6,16.1,6,2,157,94,Mensuel,0,0,0.122,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI01998,78,Entreprise,Santé,3523.66,38,0,69.3,0,0,60,156,Annuel,0,1,0.144,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Oui
CLI01999,8,Entreprise,Finance,2238.86,26,13,5.4,1,1,195,157,Annuel,0,0,0.376,0,(client actif),7-12 mois,Actif,🟡 Moyen,Actif engagé,Non,Non
CLI02000,63,Entreprise,Finance,1008.98,16,8,70.2,10,4,44,122,Annuel,0,0,0.223,0,(client actif),48+ mois,Actif,🟢 Faible,Modéré,Non,Non
CLI02001,82,Démarrage,Santé,228.68,34,13,64.5,1,4,2,105,Mensuel,0,0,0.087,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI02002,71,Premium,Services professionnels,15165.31,45,3,47.2,0,2,108,56,Annuel,0,1,0.168,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Oui
CLI02003,46,Premium,Commerce de détail,15630.24,23,8,17.3,0,1,105,25,Annuel,0,1,0.052,0,(client actif),25-48 mois,Actif,🟢 Faible,Modéré,Non,Oui
CLI02004,78,Professionnel,Technologie,326.48,0,1,73.8,3,2,98,93,Annuel,0,1,0.275,1,Prix trop élevé,48+ mois,Parti,🟢 Faible,Très inactif,Non,Oui
CLI02005,67,Professionnel,Technologie,660.51,28,10,11.5,6,0,143,41,Pluriannuel,0,0,0.02,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI02006,46,Professionnel,Manufacturier,588.4,25,19,85.6,5,4,167,133,Pluriannuel,0,0,0.219,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI02007,78,Entreprise,Finance,4068.39,43,13,74.6,6,2,168,117,Mensuel,0,0,0.122,1,Prix trop élevé,48+ mois,Parti,🟢 Faible,Actif engagé,Non,Non
CLI02008,67,Premium,Technologie,15839.34,34,3,71.7,7,0,175,119,Pluriannuel,0,0,0.053,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI02009,42,Premium,Commerce de détail,19258.91,50,2,72.9,7,4,52,124,Annuel,0,0,0.181,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI02010,64,Professionnel,Manufacturier,927.26,43,9,11.1,2,2,88,105,Annuel,1,0,0.182,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Oui,Non
CLI02011,73,Démarrage,Services professionnels,210.6,23,19,94.1,6,0,134,133,Mensuel,0,0,0.176,0,(client actif),48+ mois,Actif,🟢 Faible,Modéré,Non,Non
CLI02012,53,Professionnel,Finance,985.33,45,0,82.3,5,3,198,68,Mensuel,1,0,0.112,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Oui,Non
CLI02013,71,Professionnel,Technologie,404.15,32,8,50.7,10,4,176,165,Mensuel,0,0,0.13,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI02014,7,Professionnel,Santé,304.01,25,12,69.7,7,0,186,126,Pluriannuel,1,0,0.286,0,(client actif),7-12 mois,Actif,🟢 Faible,Actif engagé,Oui,Non
CLI02015,7,Premium,Commerce de détail,6616.49,36,10,71.5,2,3,101,68,Annuel,0,0,0.117,1,Prix trop élevé,7-12 mois,Parti,🟢 Faible,Actif engagé,Non,Non
CLI02016,36,Professionnel,Commerce de détail,547.58,38,9,79.7,10,2,131,32,Mensuel,0,1,0.02,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Non,Oui
CLI02017,13,Professionnel,Finance,827.68,51,0,28.0,8,3,96,14,Annuel,1,1,0.02,0,(client actif),13-24 mois,Actif,🟢 Faible,Actif engagé,Oui,Oui
CLI02018,67,Professionnel,Services professionnels,567.15,57,12,38.5,4,4,174,90,Mensuel,0,1,0.02,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Oui
CLI02019,20,Premium,Commerce de détail,16708.03,50,8,77.0,1,1,146,124,Annuel,0,1,0.342,0,(client actif),13-24 mois,Actif,🟢 Faible,Actif engagé,Non,Oui
CLI02020,73,Premium,Finance,16140.76,25,7,74.2,3,2,184,30,Mensuel,0,1,0.02,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Oui
CLI02021,53,Premium,Commerce de détail,16914.25,37,12,52.0,6,3,92,171,Pluriannuel,0,0,0.152,1,Changement de direction,48+ mois,Parti,🟢 Faible,Actif engagé,Non,Non
CLI02022,52,Professionnel,Technologie,430.09,52,7,40.7,0,0,161,53,Annuel,0,0,0.151,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI02023,61,Professionnel,Services professionnels,660.22,49,16,92.2,0,1,145,29,Annuel,0,0,0.08,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI02024,61,Professionnel,Finance,797.88,37,0,42.4,8,1,32,156,Mensuel,0,0,0.139,1,Prix trop élevé,48+ mois,Parti,🟢 Faible,Actif engagé,Non,Non
CLI02025,56,Entreprise,Commerce de détail,2135.7,10,11,73.8,2,2,76,124,Annuel,0,1,0.345,1,Manque de fonctionnalités,48+ mois,Parti,🟢 Faible,Inactif,Non,Oui
CLI02026,40,Démarrage,Technologie,266.61,28,11,42.1,0,3,101,78,Mensuel,0,0,0.205,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI02027,81,Premium,Services professionnels,16688.68,28,10,32.9,6,4,130,177,Mensuel,0,0,0.275,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI02028,63,Premium,Technologie,6797.15,2,10,62.7,6,3,154,123,Annuel,0,0,0.213,1,Faillite/Fermeture,48+ mois,Parti,🟢 Faible,Très inactif,Non,Non
CLI02029,57,Démarrage,Technologie,142.58,8,15,77.7,1,3,167,90,Mensuel,0,0,0.188,0,(client actif),48+ mois,Actif,🟢 Faible,Inactif,Non,Non
CLI02030,82,Professionnel,Services professionnels,465.16,34,4,93.3,7,2,191,164,Annuel,0,0,0.283,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI02031,4,Entreprise,Finance,4512.91,56,8,18.4,2,2,145,127,Annuel,0,0,0.285,0,(client actif),0-6 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI02032,26,Démarrage,Finance,136.35,5,9,83.9,2,0,116,27,Mensuel,0,0,0.02,0,(client actif),25-48 mois,Actif,🟢 Faible,Inactif,Non,Non
CLI02033,62,Démarrage,Commerce de détail,223.42,55,10,52.2,4,4,100,156,Annuel,0,0,0.188,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI02034,76,Entreprise,Services professionnels,1258.65,8,2,14.7,1,2,34,110,Annuel,0,1,0.25,0,(client actif),48+ mois,Actif,🟢 Faible,Inactif,Non,Oui
CLI02035,54,Premium,Services professionnels,13286.58,7,10,76.5,3,0,19,158,Annuel,0,1,0.127,0,(client actif),48+ mois,Actif,🟢 Faible,Inactif,Non,Oui
CLI02036,62,Premium,Services professionnels,7117.78,26,7,34.8,1,1,62,44,Mensuel,1,0,0.183,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Oui,Non
CLI02037,18,Démarrage,Santé,214.1,33,0,83.1,8,0,160,171,Pluriannuel,0,0,0.181,1,Manque de fonctionnalités,13-24 mois,Parti,🟢 Faible,Actif engagé,Non,Non
CLI02038,10,Premium,Santé,10515.94,50,16,19.2,5,4,50,55,Annuel,1,0,0.029,0,(client actif),7-12 mois,Actif,🟢 Faible,Actif engagé,Oui,Non
CLI02039,36,Professionnel,Manufacturier,722.98,23,15,69.0,0,0,86,88,Annuel,0,0,0.139,1,Manque de fonctionnalités,25-48 mois,Parti,🟢 Faible,Modéré,Non,Non
CLI02040,2,Démarrage,Santé,177.89,47,15,32.1,8,0,45,105,Annuel,0,0,0.054,0,(client actif),0-6 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI02041,60,Entreprise,Services professionnels,4416.18,4,2,28.2,7,2,182,155,Pluriannuel,0,0,0.436,1,Faillite/Fermeture,48+ mois,Parti,🟡 Moyen,Très inactif,Non,Non
CLI02042,47,Premium,Santé,16353.67,9,14,9.5,1,4,122,129,Pluriannuel,0,1,0.434,0,(client actif),25-48 mois,Actif,🟡 Moyen,Inactif,Non,Oui
CLI02043,73,Professionnel,Commerce de détail,890.29,19,1,48.4,2,0,82,10,Annuel,0,0,0.033,0,(client actif),48+ mois,Actif,🟢 Faible,Modéré,Non,Non
CLI02044,32,Professionnel,Finance,454.44,21,10,40.2,6,3,115,126,Mensuel,0,0,0.189,0,(client actif),25-48 mois,Actif,🟢 Faible,Modéré,Non,Non
CLI02045,69,Entreprise,Santé,1594.26,11,8,10.6,3,0,88,43,Annuel,0,0,0.092,0,(client actif),48+ mois,Actif,🟢 Faible,Inactif,Non,Non
CLI02046,51,Démarrage,Manufacturier,210.47,43,4,25.4,7,1,1,69,Annuel,0,0,0.02,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI02047,67,Entreprise,Commerce de détail,4490.33,28,2,48.9,0,1,66,137,Pluriannuel,0,0,0.191,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI02048,81,Entreprise,Technologie,1441.5,30,7,77.7,9,0,168,67,Mensuel,0,0,0.02,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI02049,77,Entreprise,Technologie,1934.55,5,5,88.7,3,0,152,29,Annuel,0,1,0.052,0,(client actif),48+ mois,Actif,🟢 Faible,Inactif,Non,Oui
CLI02050,67,Démarrage,Manufacturier,248.2,45,6,51.4,0,3,52,2,Mensuel,1,1,0.082,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Oui,Oui
CLI02051,68,Entreprise,Finance,2860.44,6,11,41.3,6,0,2,82,Annuel,0,1,0.223,0,(client actif),48+ mois,Actif,🟢 Faible,Inactif,Non,Oui
CLI02052,82,Professionnel,Services professionnels,721.42,52,6,90.9,8,2,189,124,Mensuel,0,0,0.033,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI02053,56,Démarrage,Technologie,217.35,32,8,91.7,0,4,155,14,Mensuel,0,1,0.02,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Oui
CLI02054,14,Premium,Finance,11184.32,45,8,22.1,7,3,194,62,Annuel,0,0,0.02,0,(client actif),13-24 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI02055,16,Entreprise,Santé,3821.81,14,0,52.8,9,0,87,55,Annuel,0,1,0.202,1,Passage chez concurrent,13-24 mois,Parti,🟢 Faible,Modéré,Non,Oui
CLI02056,76,Démarrage,Santé,269.45,12,2,78.9,10,2,161,29,Mensuel,0,0,0.023,0,(client actif),48+ mois,Actif,🟢 Faible,Modéré,Non,Non
CLI02057,75,Démarrage,Santé,280.55,23,4,79.0,5,0,162,5,Mensuel,0,1,0.09,0,(client actif),48+ mois,Actif,🟢 Faible,Modéré,Non,Oui
CLI02058,66,Professionnel,Technologie,331.49,29,10,66.6,5,3,190,120,Pluriannuel,0,0,0.092,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI02059,33,Premium,Technologie,13303.09,32,3,47.4,7,3,32,39,Mensuel,0,0,0.02,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI02060,13,Premium,Finance,5604.57,19,11,41.3,0,1,3,151,Pluriannuel,0,0,0.341,0,(client actif),13-24 mois,Actif,🟢 Faible,Modéré,Non,Non
CLI02061,30,Professionnel,Finance,929.65,18,0,77.6,8,1,55,16,Annuel,0,0,0.02,0,(client actif),25-48 mois,Actif,🟢 Faible,Modéré,Non,Non
CLI02062,26,Professionnel,Services professionnels,599.49,18,0,25.3,10,0,27,150,Mensuel,0,1,0.447,1,Faillite/Fermeture,25-48 mois,Parti,🟡 Moyen,Modéré,Non,Oui
CLI02063,82,Professionnel,Manufacturier,929.37,37,12,43.6,5,4,8,157,Pluriannuel,0,1,0.155,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Oui
CLI02064,13,Entreprise,Services professionnels,1749.73,23,19,56.0,2,2,20,140,Annuel,1,0,0.316,0,(client actif),13-24 mois,Actif,🟢 Faible,Modéré,Oui,Non
CLI02065,68,Démarrage,Santé,131.47,4,4,79.9,0,1,180,13,Mensuel,0,0,0.068,1,Manque de fonctionnalités,48+ mois,Parti,🟢 Faible,Inactif,Non,Non
CLI02066,33,Professionnel,Commerce de détail,934.83,21,19,38.6,3,1,17,122,Mensuel,0,0,0.293,0,(client actif),25-48 mois,Actif,🟢 Faible,Modéré,Non,Non
CLI02067,15,Entreprise,Commerce de détail,4752.5,59,1,54.4,4,4,109,126,Mensuel,0,0,0.12,0,(client actif),13-24 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI02068,17,Premium,Santé,16500.84,21,18,30.1,3,3,33,136,Mensuel,0,0,0.292,0,(client actif),13-24 mois,Actif,🟢 Faible,Modéré,Non,Non
CLI02069,6,Entreprise,Manufacturier,1887.1,27,6,80.3,10,0,55,110,Mensuel,0,0,0.232,0,(client actif),0-6 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI02070,5,Premium,Services professionnels,7578.78,16,15,75.7,6,0,73,152,Annuel,0,0,0.256,1,Changement de direction,0-6 mois,Parti,🟢 Faible,Modéré,Non,Non
CLI02071,33,Premium,Finance,16219.2,30,3,78.8,5,2,98,37,Annuel,0,0,0.02,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI02072,54,Entreprise,Technologie,3538.1,46,17,10.2,9,4,108,91,Annuel,0,0,0.217,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI02073,16,Professionnel,Manufacturier,909.45,6,10,48.8,4,4,199,164,Mensuel,0,0,0.398,0,(client actif),13-24 mois,Actif,🟡 Moyen,Inactif,Non,Non
CLI02074,46,Entreprise,Manufacturier,2106.25,16,15,17.2,2,4,144,73,Mensuel,0,0,0.097,0,(client actif),25-48 mois,Actif,🟢 Faible,Modéré,Non,Non
CLI02075,24,Démarrage,Santé,158.07,11,9,65.6,8,3,91,15,Mensuel,0,0,0.098,0,(client actif),13-24 mois,Actif,🟢 Faible,Inactif,Non,Non
CLI02076,5,Professionnel,Finance,811.15,6,1,33.0,2,4,79,59,Annuel,0,0,0.155,1,Passage chez concurrent,0-6 mois,Parti,🟢 Faible,Inactif,Non,Non
CLI02077,67,Entreprise,Commerce de détail,2070.47,28,9,74.7,2,3,64,5,Annuel,0,1,0.037,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Oui
CLI02078,76,Premium,Commerce de détail,11934.66,44,2,10.9,2,0,88,15,Mensuel,0,1,0.02,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Oui
CLI02079,50,Professionnel,Services professionnels,663.1,7,11,51.2,7,3,101,100,Mensuel,0,1,0.219,1,Prix trop élevé,48+ mois,Parti,🟢 Faible,Inactif,Non,Oui
CLI02080,41,Professionnel,Services professionnels,767.43,3,19,16.1,1,0,113,146,Pluriannuel,0,1,0.396,0,(client actif),25-48 mois,Actif,🟡 Moyen,Très inactif,Non,Oui
CLI02081,55,Professionnel,Commerce de détail,540.07,39,1,55.2,3,2,168,133,Annuel,0,0,0.115,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI02082,81,Professionnel,Manufacturier,899.84,53,7,59.7,7,4,186,86,Pluriannuel,0,0,0.02,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI02083,20,Professionnel,Services professionnels,580.63,15,17,46.6,10,2,83,145,Annuel,1,1,0.484,1,Passage chez concurrent,13-24 mois,Parti,🟡 Moyen,Modéré,Oui,Oui
CLI02084,50,Entreprise,Technologie,1164.49,15,8,30.2,0,4,23,150,Annuel,0,0,0.307,0,(client actif),48+ mois,Actif,🟢 Faible,Modéré,Non,Non
CLI02085,35,Entreprise,Finance,1267.01,21,10,7.9,2,2,103,85,Pluriannuel,1,1,0.123,1,Prix trop élevé,25-48 mois,Parti,🟢 Faible,Modéré,Oui,Oui
CLI02086,50,Premium,Technologie,19572.6,10,2,64.6,3,1,95,110,Annuel,0,0,0.263,0,(client actif),48+ mois,Actif,🟢 Faible,Inactif,Non,Non
CLI02087,79,Professionnel,Commerce de détail,734.43,58,7,83.3,5,1,94,156,Annuel,1,1,0.259,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Oui,Oui
CLI02088,33,Démarrage,Technologie,197.19,40,4,71.0,1,3,7,81,Mensuel,0,1,0.238,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Non,Oui
CLI02089,67,Entreprise,Manufacturier,4477.72,53,14,85.4,6,2,187,83,Annuel,0,0,0.02,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI02090,71,Professionnel,Santé,800.82,59,9,88.7,2,4,109,13,Annuel,0,0,0.02,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI02091,10,Entreprise,Technologie,1724.57,10,13,45.5,7,0,59,45,Annuel,0,0,0.158,1,Passage chez concurrent,7-12 mois,Parti,🟢 Faible,Inactif,Non,Non
CLI02092,41,Démarrage,Services professionnels,100.46,4,4,67.8,1,3,114,34,Annuel,0,1,0.126,0,(client actif),25-48 mois,Actif,🟢 Faible,Inactif,Non,Oui
CLI02093,40,Entreprise,Technologie,4927.52,41,17,40.8,8,3,3,33,Annuel,0,0,0.08,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI02094,6,Professionnel,Technologie,739.45,57,11,87.8,3,1,112,111,Mensuel,0,1,0.206,0,(client actif),0-6 mois,Actif,🟢 Faible,Actif engagé,Non,Oui
CLI02095,33,Professionnel,Services professionnels,632.95,37,2,55.7,7,2,30,144,Pluriannuel,0,0,0.183,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI02096,16,Professionnel,Commerce de détail,960.26,47,7,72.7,3,2,138,43,Annuel,0,0,0.02,0,(client actif),13-24 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI02097,24,Entreprise,Technologie,2475.83,11,13,6.3,5,3,98,94,Pluriannuel,1,1,0.377,0,(client actif),13-24 mois,Actif,🟡 Moyen,Inactif,Oui,Oui
CLI02098,60,Premium,Finance,15837.29,39,0,56.8,7,1,13,131,Mensuel,1,1,0.296,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Oui,Oui
CLI02099,74,Démarrage,Manufacturier,233.02,24,3,71.8,4,0,167,91,Annuel,0,0,0.144,0,(client actif),48+ mois,Actif,🟢 Faible,Modéré,Non,Non
CLI02100,11,Professionnel,Finance,772.92,57,7,28.1,5,1,77,59,Annuel,0,1,0.02,0,(client actif),7-12 mois,Actif,🟢 Faible,Actif engagé,Non,Oui
CLI02101,44,Professionnel,Finance,772.99,44,12,6.3,1,2,192,128,Mensuel,1,0,0.333,1,Passage chez concurrent,25-48 mois,Parti,🟢 Faible,Actif engagé,Oui,Non
CLI02102,3,Professionnel,Commerce de détail,306.3,12,15,71.9,3,0,25,148,Annuel,0,1,0.186,0,(client actif),0-6 mois,Actif,🟢 Faible,Modéré,Non,Oui
CLI02103,38,Professionnel,Technologie,876.01,47,15,35.4,4,3,169,118,Mensuel,0,0,0.11,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI02104,40,Démarrage,Manufacturier,283.59,25,8,43.6,0,0,168,160,Mensuel,0,1,0.355,0,(client actif),25-48 mois,Actif,🟡 Moyen,Actif engagé,Non,Oui
CLI02105,19,Professionnel,Manufacturier,613.54,10,18,55.6,6,3,62,149,Mensuel,0,0,0.371,0,(client actif),13-24 mois,Actif,🟡 Moyen,Inactif,Non,Non
CLI02106,40,Professionnel,Manufacturier,691.34,55,7,14.9,5,1,40,46,Mensuel,1,1,0.152,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Oui,Oui
CLI02107,53,Premium,Technologie,9869.73,39,18,14.3,3,0,162,120,Annuel,0,0,0.105,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI02108,77,Premium,Manufacturier,16775.08,22,0,91.5,3,4,79,122,Pluriannuel,0,1,0.266,0,(client actif),48+ mois,Actif,🟢 Faible,Modéré,Non,Oui
CLI02109,36,Entreprise,Manufacturier,3945.41,12,12,35.5,2,2,3,130,Annuel,0,0,0.225,0,(client actif),25-48 mois,Actif,🟢 Faible,Modéré,Non,Non
CLI02110,67,Professionnel,Santé,815.95,32,12,28.0,0,3,180,106,Mensuel,0,1,0.206,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Oui
CLI02111,20,Professionnel,Santé,813.45,51,3,9.3,5,0,46,1,Mensuel,0,0,0.02,0,(client actif),13-24 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI02112,28,Démarrage,Manufacturier,142.71,51,9,20.7,4,0,86,80,Annuel,0,0,0.02,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI02113,57,Démarrage,Services professionnels,121.5,27,10,43.8,5,4,98,105,Mensuel,0,0,0.114,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI02114,3,Premium,Finance,9660.31,50,13,35.8,9,1,69,156,Annuel,0,0,0.229,0,(client actif),0-6 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI02115,37,Professionnel,Services professionnels,701.77,3,4,43.2,0,4,41,112,Pluriannuel,0,0,0.361,0,(client actif),25-48 mois,Actif,🟡 Moyen,Très inactif,Non,Non
