date,ligne_production,produit,quart,operateur,unites_produites,unites_defectueuses,taux_defaut_pct,temps_arret_minutes,heures_travaillees,cout_materiaux,cout_main_oeuvre,cout_energie,cout_rebuts,cout_total_production,cout_par_unite_bonne,maintenance_effectuee,age_machine_annees,energie_kwh
2024-12-19,Ligne A,Produit Y1,Jour,OP017,1035,43,4.25,148.3,6.95,15688.75,296.89,87.8,391.08,16464.53,16.58,0,6.8,731.7
2024-12-19,Ligne C,Produit Z1,Nuit,OP002,1471,131,8.95,58.7,17.93,19514.66,543.07,161.11,1042.73,21261.56,15.86,0,2.1,1342.6
2024-12-19,Ligne C,Produit Y1,Jour,OP020,470,15,3.27,150.3,4.54,10950.15,145.9,64.54,209.68,11370.27,24.93,1,6.6,537.9
2024-12-21,Ligne D,Produit X1,Nuit,OP020,1438,23,1.64,1.3,9.94,35330.83,310.84,94.06,339.06,36074.8,25.48,0,1.4,783.9
2024-12-22,Ligne B,Produit Y2,Jour,OP005,428,14,3.28,21.0,4.35,9925.32,145.74,64.49,194.8,10330.35,24.89,0,12.2,537.5
2024-12-23,Ligne A,Produit Y1,Jour,OP014,1361,49,3.61,30.9,11.12,32680.16,481.38,125.04,705.95,33992.53,25.89,1,5.9,1042.0
2024-12-23,Ligne B,Produit Z1,Nuit,OP005,619,39,6.33,1.6,4.14,9857.2,183.5,79.82,372.63,10493.15,18.06,1,8.7,665.2
2024-12-23,Ligne B,Produit X2,Jour,OP014,1233,43,3.52,74.2,8.64,19140.73,247.33,79.91,400.51,19868.48,16.68,0,4.2,665.9
2024-12-24,Ligne A,Produit Y1,Nuit,OP007,1111,35,3.2,16.1,11.5,13579.47,512.26,133.36,256.68,14481.76,13.45,0,1.9,1111.3
2024-12-24,Ligne D,Produit X1,Jour,OP004,719,15,2.21,0.6,7.41,13953.42,225.3,110.79,174.66,14464.17,20.52,0,10.0,923.2
2024-12-24,Ligne C,Produit Z1,Jour,OP008,1450,87,6.05,336.1,11.28,19766.47,350.68,287.49,711.59,21116.23,15.48,1,12.1,2395.8
2024-12-24,Ligne D,Produit Y1,Jour,OP013,1049,22,2.11,10.1,7.07,15787.93,229.73,184.53,198.67,16400.85,15.95,1,8.8,1537.8
2024-12-25,Ligne A,Produit Y1,Jour,OP014,929,34,3.77,133.3,7.28,12316.67,292.05,62.89,270.46,12942.07,14.44,0,4.9,524.1
2024-12-25,Ligne C,Produit Y1,Nuit,OP005,391,32,8.36,40.4,3.86,7719.8,161.83,90.16,379.08,8350.86,23.2,1,3.9,751.3
2024-12-25,Ligne A,Produit X2,Jour,OP001,1064,30,2.91,41.2,12.35,16473.08,417.89,72.89,278.68,17242.54,16.66,0,7.7,607.4
2024-12-26,Ligne D,Produit X2,Nuit,OP008,704,18,2.56,29.2,6.13,11046.74,196.89,85.74,169.47,11498.83,16.74,0,12.5,714.5
2024-12-26,Ligne B,Produit X1,Jour,OP002,1052,40,3.87,46.9,10.89,11282.69,330.67,90.23,257.4,11960.99,11.81,1,8.3,751.9
2024-12-26,Ligne D,Produit X1,Jour,OP020,1152,14,1.27,5.1,9.68,22077.42,433.55,270.92,160.98,22942.87,20.14,0,6.3,2257.6
2024-12-26,Ligne D,Produit Z1,Jour,OP006,1269,26,2.11,8.8,9.08,26847.89,352.19,130.7,330.04,27660.82,22.24,1,1.2,1089.2
2024-12-26,Ligne B,Produit X1,Soir,OP005,1493,42,2.86,9.4,11.48,14048.53,466.47,270.3,237.12,15022.42,10.35,0,6.0,2252.5
2024-12-28,Ligne A,Produit Z1,Soir,OP007,1131,39,3.53,1.3,8.78,16572.23,261.85,253.52,342.87,17430.47,15.95,0,8.4,2112.6
2024-12-28,Ligne D,Produit Z1,Jour,OP008,1188,19,1.6,70.1,9.59,12239.72,314.06,274.19,117.45,12945.43,11.06,0,9.2,2284.9
2024-12-28,Ligne C,Produit Y1,Jour,OP012,1461,80,5.48,30.7,17.99,16490.94,683.46,309.56,541.8,18025.76,13.04,0,9.0,2579.7
2024-12-28,Ligne A,Produit X1,Jour,OP014,1196,47,3.93,51.2,14.5,27848.95,549.83,137.79,656.64,29193.2,25.39,1,8.3,1148.2
2024-12-29,Ligne D,Produit Y1,Soir,OP013,1297,27,2.16,14.6,11.75,31433.42,340.13,185.22,392.61,32351.38,25.45,0,4.8,1543.5
2024-12-29,Ligne C,Produit Y2,Nuit,OP005,222,12,5.72,309.7,2.11,2107.24,75.88,46.34,68.34,2297.8,10.89,0,10.7,386.2
2025-01-01,Ligne C,Produit X2,Soir,OP008,665,58,8.86,164.4,7.16,11055.77,233.99,139.67,578.56,12007.99,19.75,0,1.2,1163.9
2025-01-01,Ligne D,Produit Z1,Jour,OP011,574,10,1.82,0.8,4.01,10821.23,153.9,46.73,113.11,11134.98,19.71,0,6.2,389.4
2025-01-02,Ligne C,Produit Y2,Jour,OP002,287,20,7.02,81.2,1.97,5132.13,70.38,45.12,214.58,5462.21,20.38,0,11.0,376.0
2025-01-02,Ligne A,Produit Z1,Soir,OP020,321,7,2.47,23.2,3.26,3449.9,126.86,34.02,45.14,3655.92,11.61,0,5.5,283.5
2025-01-02,Ligne D,Produit Z1,Soir,OP013,685,13,2.01,37.1,5.05,16730.2,210.71,82.89,190.5,17214.3,25.58,0,2.0,690.7
2025-01-02,Ligne D,Produit X2,Jour,OP019,495,11,2.25,2.4,5.47,10810.27,208.03,52.98,144.14,11215.41,23.12,0,12.2,441.5
2025-01-04,Ligne C,Produit Y1,Soir,OP018,914,90,9.88,34.0,8.05,10215.03,301.92,131.59,603.51,11252.05,13.64,1,7.4,1096.6
2025-01-05,Ligne B,Produit Y2,Nuit,OP005,394,9,2.44,61.8,2.78,7624.89,98.4,72.96,104.5,7900.76,20.47,0,12.2,608.0
2025-01-05,Ligne B,Produit X1,Nuit,OP004,1337,41,3.1,55.1,11.35,26440.55,491.81,185.68,486.49,27604.53,21.28,1,12.8,1547.3
2025-01-05,Ligne A,Produit X1,Jour,OP006,563,15,2.83,32.8,4.22,12345.24,167.95,76.97,197.35,12787.51,23.29,0,9.0,641.4
2025-01-05,Ligne D,Produit X1,Jour,OP016,1375,17,1.26,16.3,15.06,28239.96,607.33,86.19,209.49,29142.97,21.44,1,4.8,718.3
2025-01-05,Ligne A,Produit Y2,Soir,OP010,692,15,2.25,177.2,4.75,5856.01,184.11,61.25,76.16,6177.54,9.11,0,12.4,510.4
2025-01-05,Ligne A,Produit Z1,Jour,OP013,1141,39,3.44,46.6,11.28,19612.65,355.51,243.96,402.22,20614.34,18.69,1,6.7,2033.0
2025-01-05,Ligne C,Produit Z1,Soir,OP003,1034,69,6.68,13.7,8.47,20374.24,353.71,248.1,815.76,21791.81,22.56,0,4.8,2067.5
2025-01-06,Ligne A,Produit Y2,Nuit,OP018,979,48,4.95,1.3,8.08,21103.43,234.69,125.79,620.82,22084.71,23.7,0,4.9,1048.2
2025-01-06,Ligne A,Produit X2,Soir,OP013,558,23,4.25,45.4,5.09,11105.71,190.6,125.05,274.66,11696.02,21.82,1,8.9,1042.1
2025-01-06,Ligne A,Produit Z1,Jour,OP020,991,21,2.15,8.9,7.87,13667.37,293.91,177.32,173.77,14312.38,14.74,1,8.2,1477.7
2025-01-07,Ligne B,Produit Z1,Jour,OP017,797,25,3.2,34.8,5.83,16198.63,228.96,145.12,304.87,16877.58,21.83,0,5.5,1209.3
2025-01-07,Ligne B,Produit X1,Soir,OP015,333,11,3.59,31.2,2.92,6995.05,109.72,31.29,138.64,7274.71,22.52,1,9.0,260.8
2025-01-08,Ligne A,Produit Z1,Jour,OP004,1262,28,2.29,10.1,9.97,29586.18,409.83,133.93,393.86,30523.79,24.72,1,13.2,1116.1
2025-01-08,Ligne B,Produit X1,Jour,OP004,1276,8,0.65,8.9,13.94,20969.34,455.45,82.51,78.88,21586.18,17.01,0,5.0,687.6
2025-01-08,Ligne A,Produit X2,Nuit,OP009,1197,53,4.48,23.3,9.25,11873.47,276.67,274.2,315.44,12739.77,11.13,0,14.2,2285.0
2025-01-08,Ligne C,Produit Y2,Soir,OP016,539,30,5.73,496.8,4.35,4502.05,149.38,104.98,150.35,4906.76,9.62,0,3.0,874.8
2025-01-09,Ligne B,Produit Y1,Jour,OP012,1181,11,0.94,26.3,12.86,17837.02,440.36,225.86,99.68,18602.92,15.89,1,1.7,1882.2
2025-01-09,Ligne B,Produit X2,Jour,OP002,505,10,2.13,53.3,3.84,10446.05,150.55,82.06,124.11,10802.77,21.78,0,1.5,683.9
2025-01-11,Ligne D,Produit X2,Jour,OP015,1188,10,0.88,41.1,12.71,16680.37,393.99,186.05,84.24,17344.65,14.71,0,12.3,1550.4
2025-01-11,Ligne D,Produit Y1,Jour,OP008,799,20,2.62,30.8,6.64,6585.84,243.06,64.47,98.91,6992.29,8.96,0,9.5,537.3
2025-01-11,Ligne D,Produit X1,Jour,OP016,1303,27,2.1,12.6,11.22,12040.66,447.36,213.64,149.7,12851.36,10.06,0,13.8,1780.3
2025-01-12,Ligne A,Produit Z1,Soir,OP019,739,34,4.73,5.1,9.07,9183.32,393.04,107.25,253.5,9937.11,14.08,0,5.3,893.8
2025-01-12,Ligne B,Produit X1,Jour,OP008,1003,31,3.1,43.8,12.02,12537.31,370.43,237.22,232.5,13377.46,13.75,0,12.6,1976.9
2025-01-12,Ligne B,Produit Y2,Nuit,OP018,1383,61,4.42,45.4,10.51,18115.26,406.57,167.31,479.41,19168.54,14.49,0,7.9,1394.2
2025-01-12,Ligne B,Produit Z1,Jour,OP008,595,14,2.44,4.8,5.92,9923.86,188.72,88.5,140.1,10341.18,17.77,0,9.4,737.5
2025-01-13,Ligne D,Produit X1,Jour,OP005,1022,23,2.26,15.6,7.98,24233.34,226.61,66.12,327.22,24853.29,24.85,0,3.1,551.0
2025-01-13,Ligne C,Produit X2,Soir,OP007,826,26,3.19,24.0,5.7,19469.78,255.41,195.78,367.71,20288.68,25.33,0,12.1,1631.5
2025-01-13,Ligne D,Produit Y1,Soir,OP006,485,10,2.19,2.5,5.48,4275.14,176.29,44.89,52.89,4549.21,9.56,0,3.4,374.1
2025-01-14,Ligne C,Produit X1,Jour,OP020,633,46,7.28,9.2,4.49,11760.71,148.83,43.31,512.79,12465.64,21.2,0,10.0,360.9
2025-01-14,Ligne D,Produit X1,Soir,OP003,534,12,2.37,33.3,3.75,9238.22,110.92,64.48,124.56,9538.18,18.24,0,13.7,537.3
2025-01-14,Ligne A,Produit Y2,Jour,OP005,1047,25,2.45,90.0,7.4,26081.5,289.45,246.0,373.66,26990.62,26.38,0,9.8,2050.0
2025-01-14,Ligne D,Produit Y2,Soir,OP001,1353,28,2.09,8.2,14.0,19600.63,508.07,147.6,243.38,20499.68,15.46,0,14.8,1230.0
2025-01-15,Ligne A,Produit Y2,Jour,OP002,913,46,5.05,1.1,10.14,10179.55,377.04,148.88,307.73,11013.2,12.69,0,2.8,1240.7
2025-01-15,Ligne A,Produit X1,Jour,OP011,602,12,2.1,4.8,6.96,14855.06,215.98,44.75,177.67,15293.46,25.88,0,5.3,372.9
2025-01-16,Ligne A,Produit Y1,Jour,OP014,967,29,3.01,15.4,9.43,7994.01,332.78,211.97,143.84,8682.6,9.25,1,8.8,1766.4
2025-01-16,Ligne C,Produit Y1,Soir,OP017,700,35,5.14,86.7,5.89,6823.56,199.61,78.65,204.71,7306.54,10.97,0,4.2,655.4
2025-01-17,Ligne A,Produit Y1,Soir,OP003,369,7,1.9,37.0,2.79,5716.22,95.96,41.55,65.06,5918.79,16.31,1,5.0,346.2
2025-01-17,Ligne A,Produit X2,Nuit,OP007,638,35,5.6,96.8,4.35,12693.02,139.24,114.79,417.8,13364.84,22.13,1,10.2,956.5
2025-01-17,Ligne B,Produit Z1,Soir,OP006,252,9,3.61,11.5,2.05,4020.55,79.81,42.33,86.15,4228.84,17.33,0,13.5,352.7
2025-01-18,Ligne D,Produit X2,Nuit,OP008,644,7,1.16,40.4,5.79,9809.45,220.9,144.97,63.97,10239.3,16.05,0,14.0,1208.1
2025-01-18,Ligne A,Produit Y1,Jour,OP011,1483,46,3.11,12.5,10.35,15459.01,392.89,338.99,287.71,16478.6,11.46,1,9.7,2824.9
2025-01-18,Ligne D,Produit Y2,Jour,OP003,1434,21,1.48,10.1,14.4,16508.79,411.83,142.0,145.06,17207.68,12.17,0,13.8,1183.4
2025-01-19,Ligne A,Produit Y2,Soir,OP003,1116,46,4.2,76.7,11.44,11777.88,449.07,262.41,291.28,12780.63,11.93,1,13.0,2186.7
2025-01-20,Ligne B,Produit X2,Soir,OP008,716,10,1.44,25.2,8.51,17643.68,243.28,96.51,147.85,18131.32,25.65,0,3.3,804.2
2025-01-20,Ligne A,Produit Y2,Soir,OP017,353,8,2.4,31.2,2.86,5949.52,86.51,26.43,80.9,6143.36,17.76,0,5.2,220.3
2025-01-20,Ligne A,Produit X1,Soir,OP002,772,31,4.1,26.6,8.96,15387.88,325.49,158.01,370.74,16242.13,21.89,0,3.8,1316.8
2025-01-21,Ligne A,Produit Z1,Nuit,OP014,291,1,0.4,24.5,2.2,3788.59,97.37,26.4,7.81,3920.17,13.47,0,7.7,220.0
2025-01-22,Ligne C,Produit X2,Jour,OP006,566,19,3.47,60.0,4.38,10826.87,166.76,65.93,218.07,11277.63,20.58,0,12.7,549.4
2025-01-23,Ligne B,Produit X2,Soir,OP009,1444,70,4.91,56.9,15.6,30331.28,544.18,126.54,882.21,31884.2,23.19,0,5.3,1054.5
2025-01-23,Ligne C,Produit Y2,Soir,OP010,1285,48,3.8,62.9,12.41,31903.08,515.53,226.81,715.03,33360.45,26.95,0,11.7,1890.1
2025-01-23,Ligne A,Produit Y2,Jour,OP019,1393,34,2.48,18.9,15.74,14669.08,570.38,176.52,214.82,15630.8,11.49,1,2.4,1471.0
2025-01-23,Ligne C,Produit Y1,Jour,OP009,1431,97,6.84,18.9,17.8,16165.62,631.93,307.03,657.47,17762.05,13.3,1,14.3,2558.6
2025-01-23,Ligne A,Produit Y2,Nuit,OP020,593,15,2.56,117.8,6.48,10508.79,199.46,102.87,159.49,10970.62,18.95,0,12.4,857.3
2025-01-23,Ligne C,Produit Z1,Nuit,OP018,1327,101,7.61,38.9,10.78,23374.47,343.31,162.68,1067.44,24947.9,20.33,1,2.3,1355.7
2025-01-24,Ligne A,Produit Y2,Jour,OP005,615,17,2.9,102.8,5.37,11031.17,170.73,67.99,182.96,11452.85,19.12,1,7.0,566.6
2025-01-24,Ligne A,Produit Y1,Soir,OP016,681,21,3.18,113.8,4.55,6736.47,127.9,64.31,124.64,7053.32,10.67,1,13.7,535.9
2025-01-24,Ligne B,Produit X1,Jour,OP010,252,8,3.19,46.8,3.12,5901.48,89.17,29.76,112.41,6132.82,25.03,0,5.3,248.0
2025-01-24,Ligne C,Produit Z1,Jour,OP004,649,56,8.66,26.6,4.75,11846.98,175.25,122.33,613.34,12757.9,21.48,0,10.0,1019.4
2025-01-24,Ligne D,Produit X1,Nuit,OP007,438,17,3.9,4.8,3.85,8909.0,116.61,67.06,207.47,9300.15,22.04,0,13.1,558.8
2025-01-24,Ligne B,Produit X1,Jour,OP009,372,9,2.61,7.7,2.81,3735.45,113.02,42.45,54.22,3945.14,10.84,0,13.9,353.7
2025-01-25,Ligne D,Produit Y1,Nuit,OP020,1384,49,3.57,20.7,10.45,23930.17,391.73,273.36,508.34,25103.6,18.79,0,7.1,2278.0
2025-01-25,Ligne A,Produit Y1,Nuit,OP001,965,41,4.34,67.9,6.69,19951.31,266.53,166.05,508.6,20892.49,22.59,0,11.8,1383.7
2025-01-25,Ligne B,Produit Z1,Jour,OP006,1246,64,5.19,2.7,8.54,16664.7,266.05,261.15,513.58,17705.48,14.97,0,12.3,2176.2
2025-01-25,Ligne C,Produit Y2,Nuit,OP016,1137,62,5.49,219.4,11.56,18620.57,363.79,247.71,609.22,19841.3,18.44,0,9.3,2064.3
2025-01-25,Ligne C,Produit Y2,Nuit,OP005,665,47,7.11,32.9,5.68,8188.01,206.72,120.47,347.22,8862.43,14.32,0,4.7,1003.9
2025-01-26,Ligne C,Produit X1,Jour,OP012,907,67,7.39,21.8,6.91,20736.79,239.66,139.05,919.09,22034.59,26.2,0,13.7,1158.7
2025-01-26,Ligne C,Produit Y1,Jour,OP011,920,34,3.79,23.1,7.91,22329.42,294.67,70.09,495.13,23189.32,26.14,0,9.7,584.1
2025-01-26,Ligne D,Produit X1,Jour,OP001,1048,24,2.29,6.1,7.68,10356.33,292.55,85.77,142.3,10876.95,10.61,1,14.6,714.8
2025-01-27,Ligne C,Produit Y2,Jour,OP011,403,17,4.46,7.9,3.78,8620.55,109.14,25.49,218.19,8973.36,23.19,0,11.4,212.4
2025-01-27,Ligne C,Produit X1,Jour,OP008,1445,64,4.48,60.6,14.12,30195.93,403.76,135.73,802.44,31537.87,22.82,1,2.4,1131.1
2025-01-27,Ligne D,Produit Z1,Soir,OP012,837,11,1.42,20.6,8.94,15542.41,377.02,165.12,122.56,16207.11,19.6,0,10.9,1376.0
2025-01-28,Ligne A,Produit Y1,Soir,OP008,1422,39,2.78,19.7,12.06,12188.48,501.5,328.94,200.57,13219.5,9.55,1,5.2,2741.2
2025-01-28,Ligne D,Produit X2,Soir,OP019,223,6,2.72,75.2,1.76,2931.65,71.15,40.26,47.33,3090.38,14.18,0,7.8,335.5
2025-01-28,Ligne B,Produit Y1,Soir,OP016,1492,72,4.85,22.3,10.43,11942.1,448.42,168.92,345.78,12905.22,9.08,1,10.1,1407.6
2025-01-29,Ligne D,Produit X2,Soir,OP014,472,6,1.38,23.7,4.36,9316.88,168.75,46.24,71.06,9602.93,20.56,0,2.5,385.3
2025-01-29,Ligne B,Produit Y2,Soir,OP006,1091,29,2.7,19.6,8.53,26847.15,304.88,238.92,428.18,27819.12,26.17,0,3.8,1991.0
2025-01-30,Ligne C,Produit X1,Jour,OP003,206,16,8.12,130.1,1.65,3233.66,46.61,46.02,150.69,3476.99,18.2,0,11.9,383.5
2025-01-30,Ligne C,Produit X2,Jour,OP007,1038,49,4.72,55.4,9.5,17019.21,358.64,69.92,482.05,17929.82,18.11,0,7.1,582.6
2025-01-30,Ligne A,Produit X1,Nuit,OP018,669,51,7.64,58.3,7.92,7346.69,336.42,54.76,336.04,8073.92,13.04,0,5.9,456.4
2025-01-31,Ligne A,Produit Y1,Jour,OP019,760,33,4.39,25.9,5.73,14367.5,236.43,124.31,374.31,15102.55,20.75,0,3.3,1035.9
2025-02-01,Ligne D,Produit X1,Jour,OP007,515,8,1.58,10.8,4.83,9508.73,165.91,61.61,88.63,9824.87,19.34,0,8.2,513.4
2025-02-02,Ligne A,Produit X2,Soir,OP013,773,48,6.24,41.0,5.47,7745.67,193.34,72.57,288.58,8300.16,11.43,0,4.4,604.7
2025-02-02,Ligne B,Produit Z1,Nuit,OP010,1265,29,2.32,103.7,10.82,23731.21,366.75,137.57,326.42,24561.95,19.86,0,14.0,1146.4
2025-02-03,Ligne B,Produit X1,Soir,OP015,1119,6,0.6,47.0,9.26,9899.35,322.43,208.47,31.85,10462.09,9.39,1,5.1,1737.2
2025-02-03,Ligne B,Produit Y2,Jour,OP015,1043,24,2.36,6.1,10.55,11187.07,327.67,185.78,154.45,11854.97,11.62,1,10.3,1548.2
2025-02-05,Ligne B,Produit Y1,Soir,OP012,1204,44,3.67,56.3,8.25,14912.25,251.78,285.46,326.98,15776.46,13.59,0,11.2,2378.8
2025-02-07,Ligne D,Produit X1,Jour,OP012,1118,24,2.21,23.4,8.17,10401.24,345.86,149.39,133.97,11030.45,10.07,0,14.4,1244.9
2025-02-08,Ligne D,Produit X1,Jour,OP013,1058,14,1.34,1.6,8.64,8858.86,258.43,253.55,70.33,9441.17,9.03,0,14.1,2112.9
2025-02-08,Ligne B,Produit Y2,Jour,OP003,305,11,3.61,3.1,2.24,7412.25,63.55,56.32,160.4,7692.51,26.08,0,7.6,469.4
2025-02-09,Ligne B,Produit Z1,Jour,OP015,1024,26,2.63,38.6,12.23,18850.31,528.63,194.11,287.17,19860.23,19.88,0,5.0,1617.6
2025-02-09,Ligne A,Produit X1,Soir,OP017,403,13,3.47,97.3,3.69,4353.43,135.62,46.67,84.26,4619.99,11.82,0,1.9,388.9
2025-02-09,Ligne B,Produit X1,Soir,OP006,488,14,3.02,9.7,4.02,8392.7,165.71,56.69,144.46,8759.56,18.44,0,2.8,472.4
2025-02-09,Ligne B,Produit X1,Nuit,OP007,782,31,4.02,5.5,5.29,6533.93,165.75,155.61,155.41,7010.7,9.32,0,13.0,1296.8
2025-02-09,Ligne D,Produit Z1,Jour,OP009,1478,17,1.18,2.9,10.2,17964.34,421.81,197.1,123.98,18707.22,12.8,0,14.1,1642.5
2025-02-10,Ligne D,Produit Y2,Nuit,OP014,404,16,4.09,16.8,3.12,3563.99,120.31,91.27,84.69,3860.26,9.92,0,9.9,760.6
2025-02-10,Ligne A,Produit Z1,Jour,OP016,1192,32,2.69,21.0,9.24,24615.78,264.21,201.2,396.5,25477.69,21.94,0,13.3,1676.7
2025-02-10,Ligne A,Produit X2,Jour,OP009,916,40,4.43,8.3,9.17,17585.66,375.96,211.89,460.76,18634.26,21.25,0,12.5,1765.7
2025-02-11,Ligne D,Produit Y2,Jour,OP010,1306,14,1.14,17.1,12.65,14713.17,498.68,262.35,94.63,15568.84,12.04,0,8.5,2186.3
2025-02-11,Ligne C,Produit X2,Jour,OP012,912,30,3.31,36.1,10.06,11420.87,299.92,84.57,225.41,12030.77,13.62,1,14.5,704.7
2025-02-12,Ligne B,Produit X1,Soir,OP017,901,32,3.64,17.6,8.69,11862.13,331.05,64.36,252.78,12510.31,14.38,1,13.8,536.3
2025-02-12,Ligne A,Produit Z1,Jour,OP007,432,18,4.22,34.3,4.55,7728.6,146.05,34.73,193.21,8102.59,19.52,1,5.8,289.4
2025-02-12,Ligne C,Produit Y2,Soir,OP017,1425,107,7.52,116.1,12.87,24551.8,484.6,166.38,1106.12,26308.9,19.95,0,6.8,1386.5
2025-02-12,Ligne D,Produit X1,Soir,OP002,871,22,2.53,19.4,6.35,21047.11,207.87,108.93,318.97,21682.88,25.51,0,1.5,907.7
2025-02-13,Ligne C,Produit X1,Nuit,OP006,510,40,8.01,58.0,3.42,8428.69,115.76,85.25,396.64,9026.34,19.16,0,14.1,710.4
2025-02-13,Ligne A,Produit X2,Soir,OP008,576,23,4.03,35.4,6.1,10351.88,226.69,116.93,248.01,10943.52,19.75,0,12.7,974.5
2025-02-14,Ligne D,Produit Z1,Jour,OP020,1185,31,2.64,25.5,9.97,21536.01,402.07,116.52,338.03,22392.63,19.39,1,14.6,971.0
2025-02-14,Ligne A,Produit Y2,Soir,OP019,1300,34,2.64,320.6,14.68,12289.3,440.88,246.12,192.85,13169.14,10.39,0,2.1,2051.0
2025-02-14,Ligne A,Produit X1,Soir,OP016,666,22,3.38,31.9,4.6,5874.22,162.37,62.27,116.43,6215.28,9.64,0,5.0,518.9
2025-02-14,Ligne B,Produit Y2,Jour,OP004,642,19,3.07,55.4,5.36,7293.67,238.89,71.54,129.51,7733.62,12.39,0,2.0,596.2
2025-02-14,Ligne A,Produit Y1,Soir,OP012,955,49,5.21,16.4,10.51,10266.39,371.79,105.07,316.05,11059.31,12.19,0,3.9,875.6
2025-02-14,Ligne B,Produit Y1,Soir,OP016,1229,39,3.17,66.6,13.88,25461.09,544.57,188.11,484.78,26678.55,22.4,1,14.6,1567.6
2025-02-15,Ligne C,Produit Z1,Jour,OP013,969,47,4.88,3.3,9.89,9520.44,316.01,160.88,277.07,10274.4,11.13,1,9.1,1340.7
2025-02-16,Ligne C,Produit Z1,Nuit,OP001,1431,96,6.76,108.9,12.24,30892.33,452.21,327.58,1243.46,32915.58,24.64,1,10.2,2729.8
2025-02-16,Ligne A,Produit Z1,Jour,OP006,256,11,4.44,16.6,1.87,5695.55,82.88,54.9,146.84,5980.17,24.31,1,6.4,457.5
2025-02-16,Ligne C,Produit Y1,Soir,OP012,938,50,5.37,110.4,7.24,10698.31,229.54,212.57,342.16,11482.58,12.92,0,7.6,1771.4
2025-02-17,Ligne C,Produit X1,Nuit,OP009,488,22,4.63,154.2,3.55,5818.45,112.45,110.1,157.38,6198.39,13.27,0,5.8,917.5
2025-02-17,Ligne C,Produit X2,Jour,OP009,1075,48,4.52,67.6,10.97,21504.38,348.08,113.97,576.12,22542.55,21.93,1,8.9,949.7
2025-02-18,Ligne D,Produit X2,Jour,OP015,640,11,1.78,7.6,6.14,5690.77,209.54,96.0,58.69,6054.99,9.61,0,7.1,800.0
2025-02-18,Ligne B,Produit Y2,Nuit,OP007,1355,72,5.38,62.5,9.81,21465.37,406.49,216.23,684.36,22772.45,17.74,1,3.9,1802.0
2025-02-18,Ligne C,Produit X1,Soir,OP002,907,51,5.65,73.4,10.14,20162.85,448.63,102.67,680.25,21394.4,24.96,0,2.9,855.6
2025-02-18,Ligne A,Produit Z1,Soir,OP016,1377,50,3.69,1.0,15.96,26459.58,588.4,167.53,576.46,27791.97,20.93,0,13.6,1396.1
2025-02-19,Ligne D,Produit Y2,Jour,OP013,383,7,2.02,65.2,2.86,7135.7,92.99,72.86,78.25,7379.8,19.58,0,2.5,607.2
2025-02-20,Ligne B,Produit X2,Jour,OP010,1472,36,2.46,12.6,11.21,25479.91,459.86,318.03,373.89,26631.69,18.53,0,9.4,2650.2
2025-02-20,Ligne A,Produit Y2,Soir,OP006,1176,43,3.7,2.3,8.29,16022.69,333.32,79.3,351.52,16786.83,14.8,0,9.3,660.8
2025-02-20,Ligne B,Produit Y1,Jour,OP014,1121,40,3.62,4.7,10.95,22020.84,413.14,157.04,471.45,23062.48,21.31,1,12.1,1308.7
2025-02-20,Ligne B,Produit X2,Soir,OP020,655,20,3.21,35.4,5.06,7141.3,197.06,145.05,130.83,7614.24,11.97,0,11.4,1208.7
2025-02-21,Ligne C,Produit X2,Soir,OP003,1417,83,5.87,32.2,17.13,21080.46,572.73,312.42,740.87,22706.48,17.01,0,14.1,2603.5
2025-02-21,Ligne A,Produit Z1,Soir,OP019,245,9,3.88,30.6,2.64,3986.55,101.52,42.41,87.87,4218.35,17.8,1,6.5,353.4
2025-02-21,Ligne D,Produit Y2,Soir,OP019,570,17,3.06,55.8,6.37,6561.85,257.01,86.16,117.42,7022.45,12.68,0,6.6,718.0
2025-02-22,Ligne B,Produit X2,Jour,OP013,945,32,3.45,25.3,10.07,20990.45,396.69,207.95,426.47,22021.57,24.09,1,13.4,1732.9
2025-02-22,Ligne D,Produit X2,Soir,OP007,1424,25,1.79,79.3,15.23,15893.53,613.83,296.81,167.42,16971.58,12.12,0,7.4,2473.4
2025-02-22,Ligne A,Produit X2,Jour,OP007,632,28,4.45,110.3,4.51,5223.69,181.47,126.56,138.86,5670.58,9.37,0,13.9,1054.7
2025-02-22,Ligne C,Produit X2,Jour,OP012,1165,87,7.55,12.7,9.95,28776.9,328.1,103.69,1289.4,30498.09,28.27,0,9.4,864.1
2025-02-22,Ligne D,Produit X2,Soir,OP018,736,15,2.05,14.3,5.56,17635.42,227.9,152.47,215.65,18231.44,25.25,0,7.3,1270.6
2025-02-23,Ligne D,Produit X1,Soir,OP013,379,6,1.84,11.8,4.02,6428.26,166.43,65.17,61.06,6720.92,17.97,0,13.2,543.1
2025-02-24,Ligne B,Produit X2,Soir,OP003,1359,40,2.97,110.7,12.02,30495.79,468.42,322.82,538.56,31825.58,24.11,0,14.9,2690.1
2025-02-24,Ligne D,Produit Z1,Jour,OP017,477,4,1.05,10.8,3.73,10447.73,165.08,97.54,52.57,10762.91,22.71,0,11.8,812.8
2025-02-24,Ligne D,Produit X1,Nuit,OP007,1232,36,2.98,5.7,10.95,12548.73,313.0,191.47,220.01,13273.21,11.09,0,2.7,1595.6
